CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
M,2,5,6,3,2,M2,M25,M25.6,M25.63,M25.632,Other joint disorders,classified stiffness,wrist,.,classified stiffness wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,2,5,7,3,1,M2,M25,M25.7,M25.73,M25.731,Other joint disorders,osteophyte,wrist,.,osteophyte wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,2,5,8,3,1,M2,M25,M25.8,M25.83,M25.831,Other joint disorders,joint,disorders wrist,.,joint disorders wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,2,5,8,3,2,M2,M25,M25.8,M25.83,M25.832,Other joint disorders,joint,disorders wrist,.,joint disorders wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,6,7,4,3,1,M6,M67,M67.4,M67.43,M67.431,Other disorders of synovium & tendon,ganglion,wrist,.,ganglion wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,6,7,4,3,2,M6,M67,M67.4,M67.43,M67.432,Other disorders of synovium & tendon,ganglion,wrist,.,ganglion wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,6,7,4,3,9,M6,M67,M67.4,M67.43,M67.439,Other disorders of synovium & tendon,ganglion,wrist,.,ganglion wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,7,1,3,3,2,M7,M71,M71.3,M71.33,M71.332,Other bursopathies,bursal cyst,wrist,.,bursal cyst wrist .,wrist,hand,arm,musculoskeletal,joint,y,.
M,2,4,5,0,.,M2,M24,M24.5,M24.50,M24.50,Other specific joint derangements,contracture,joint,.,contracture joint .,.,-,.,musculoskeletal,joint disorder,y,.
L,0,3,0,1,1,L0,L03,L03.0,L03.01,L03.011,Cellulitis,acute cellulitis finger lymphangitis toe,left right,.,acute cellulitis finger lymphangitis toe left right .,finger,hand,arm,skin,.,y,.
L,0,3,0,1,2,L0,L03,L03.0,L03.01,L03.012,Cellulitis,acute cellulitis finger lymphangitis toe,left right,.,acute cellulitis finger lymphangitis toe left right .,finger,hand,arm,skin,.,y,.
O,6,6,0,.,.,O6,O66,O66.0,O66.0,O66.0,Other obstructed labor,due dystocia labor obstructed shoulder,.,.,due dystocia labor obstructed shoulder . .,shoulder,-,.,genitourinary,joint,y,.
Q,6,8,1,.,.,Q6,Q68,Q68.1,Q68.1,Q68.1,Other congenital musculoskeletal deformities,congenital deformity fingers hand,.,.,congenital deformity fingers hand . .,finger,hand,arm,congenital,deformity,y,.
Q,6,9,0,.,.,Q6,Q69,Q69.0,Q69.0,Q69.0,Polydactyly,accessory fingers,.,.,accessory fingers . .,finger,hand,arm,congenital,digits,y,.
Q,6,9,1,.,.,Q6,Q69,Q69.1,Q69.1,Q69.1,Polydactyly,accessory thumbs,.,.,accessory thumbs . .,finger,hand,arm,congenital,digits,y,.
Q,7,0,0,1,.,Q7,Q70,Q70.0,Q70.01,Q70.01,Syndactyly,fingers fused,hand right,.,fingers fused hand right .,finger,hand,arm,congenital,digits,y,.
Q,7,0,0,2,.,Q7,Q70,Q70.0,Q70.02,Q70.02,Syndactyly,fingers fused,hand left,.,fingers fused hand left .,finger,hand,arm,congenital,digits,y,.
Q,7,0,0,3,.,Q7,Q70,Q70.0,Q70.03,Q70.03,Syndactyly,fingers fused,bilateral,.,fingers fused bilateral .,finger,hand,arm,congenital,digits,y,.
Q,7,0,1,1,.,Q7,Q70,Q70.1,Q70.11,Q70.11,Syndactyly,fingers webbed,hand right,.,fingers webbed hand right .,finger,hand,arm,congenital,digits,y,.
Q,7,0,1,2,.,Q7,Q70,Q70.1,Q70.12,Q70.12,Syndactyly,fingers webbed,hand left,.,fingers webbed hand left .,finger,hand,arm,congenital,digits,y,.
Q,7,0,1,3,.,Q7,Q70,Q70.1,Q70.13,Q70.13,Syndactyly,fingers webbed,bilateral,.,fingers webbed bilateral .,finger,hand,arm,congenital,digits,y,.
Q,7,1,0,1,.,Q7,Q71,Q71.0,Q71.01,Q71.01,Reduction defects of upper limb,absence complete congenital limb upper,right,.,absence complete congenital limb upper right .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,3,1,.,Q7,Q71,Q71.3,Q71.31,Q71.31,Reduction defects of upper limb,absence congenital finger hand,right,.,absence congenital finger hand right .,finger,hand,arm,congenital,reduction,y,.
Q,7,1,3,2,.,Q7,Q71,Q71.3,Q71.32,Q71.32,Reduction defects of upper limb,absence congenital finger hand,left,.,absence congenital finger hand left .,finger,hand,arm,congenital,reduction,y,.
Q,7,1,4,2,.,Q7,Q71,Q71.4,Q71.42,Q71.42,Reduction defects of upper limb,defect longitudinal radius reduction,left,.,defect longitudinal radius reduction left .,radius,arm,arm,congenital,reduction,y,.
Q,7,1,4,3,.,Q7,Q71,Q71.4,Q71.43,Q71.43,Reduction defects of upper limb,defect longitudinal radius reduction,bilateral,.,defect longitudinal radius reduction bilateral .,radius,arm,arm,congenital,reduction,y,.
Q,7,1,5,0,.,Q7,Q71,Q71.5,Q71.50,Q71.50,Reduction defects of upper limb,defect longitudinal reduction ulna,.,.,defect longitudinal reduction ulna . .,ulna,arm,arm,congenital,reduction,y,.
Q,7,1,5,1,.,Q7,Q71,Q71.5,Q71.51,Q71.51,Reduction defects of upper limb,defect longitudinal reduction ulna,right,.,defect longitudinal reduction ulna right .,ulna,arm,arm,congenital,reduction,y,.
M,2,4,8,0,.,M2,M24,M24.8,M24.80,M24.80,Other specific joint derangements,joint,classified derangements specific,.,joint classified derangements specific .,.,-,.,musculoskeletal,joint disorder,y,.
Q,7,1,5,2,.,Q7,Q71,Q71.5,Q71.52,Q71.52,Reduction defects of upper limb,defect longitudinal reduction ulna,left,.,defect longitudinal reduction ulna left .,ulna,arm,arm,congenital,reduction,y,.
Q,7,1,5,3,.,Q7,Q71,Q71.5,Q71.53,Q71.53,Reduction defects of upper limb,defect longitudinal reduction ulna,bilateral,.,defect longitudinal reduction ulna bilateral .,ulna,arm,arm,congenital,reduction,y,.
Q,7,1,6,0,.,Q7,Q71,Q71.6,Q71.60,Q71.60,Reduction defects of upper limb,hand,lobsterclaw,.,hand lobsterclaw .,finger,hand,arm,congenital,reduction,y,.
M,2,4,9,.,.,M2,M24,M24.9,M24.9,M24.9,Other specific joint derangements,derangement joint,.,.,derangement joint . .,.,-,.,musculoskeletal,joint disorder,y,.
M,2,5,0,0,.,M2,M25,M25.0,M25.00,M25.00,Other joint disorders,hemarthrosis,joint,.,hemarthrosis joint .,.,-,.,musculoskeletal,joint disorder,y,.
Q,7,1,6,1,.,Q7,Q71,Q71.6,Q71.61,Q71.61,Reduction defects of upper limb,hand,lobsterclaw right,.,hand lobsterclaw right .,finger,hand,arm,congenital,reduction,y,.
Q,7,1,6,3,.,Q7,Q71,Q71.6,Q71.63,Q71.63,Reduction defects of upper limb,hand,bilateral lobsterclaw,.,hand bilateral lobsterclaw .,finger,hand,arm,congenital,reduction,y,.
Q,7,1,8,1,1,Q7,Q71,Q71.8,Q71.81,Q71.811,Reduction defects of upper limb,limb upper,congenital shortening,.,limb upper congenital shortening .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,1,2,Q7,Q71,Q71.8,Q71.81,Q71.812,Reduction defects of upper limb,limb upper,congenital shortening,.,limb upper congenital shortening .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,1,3,Q7,Q71,Q71.8,Q71.81,Q71.813,Reduction defects of upper limb,limb upper,congenital shortening,.,limb upper congenital shortening .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,9,1,Q7,Q71,Q71.8,Q71.89,Q71.891,Reduction defects of upper limb,limb upper,defects reduction,.,limb upper defects reduction .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,9,2,Q7,Q71,Q71.8,Q71.89,Q71.892,Reduction defects of upper limb,limb upper,defects reduction,.,limb upper defects reduction .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,9,3,Q7,Q71,Q71.8,Q71.89,Q71.893,Reduction defects of upper limb,limb upper,defects reduction,.,limb upper defects reduction .,upper,arm,arm,congenital,reduction,y,.
Q,7,1,8,9,9,Q7,Q71,Q71.8,Q71.89,Q71.899,Reduction defects of upper limb,limb upper,defects reduction,.,limb upper defects reduction .,upper,arm,arm,congenital,reduction,y,.
Q,7,4,0,.,.,Q7,Q74,Q74.0,Q74.0,Q74.0,Other congenital malformations of limb(s),congenital girdle including limbs malformations shoulder upper,.,.,congenital girdle including limbs malformations shoulder upper . .,shoulder,arm,arm,congenital,malformation,y,.
S,4,0,0,1,1,S4,S40,S40.0,S40.01,S40.011,Superficial injury of shoulder & upper arm,contusion,shoulder,right,contusion shoulder right,shoulder,arm,arm,trauma,contusion,y,.
S,4,0,0,1,2,S4,S40,S40.0,S40.01,S40.012,Superficial injury of shoulder & upper arm,contusion,shoulder,left,contusion shoulder left,shoulder,arm,arm,trauma,contusion,y,.
S,4,0,0,2,1,S4,S40,S40.0,S40.02,S40.021,Superficial injury of shoulder & upper arm,contusion,arm upper,right,contusion arm upper right,other,arm,arm,trauma,contusion,y,.
S,4,0,0,2,2,S4,S40,S40.0,S40.02,S40.022,Superficial injury of shoulder & upper arm,contusion,arm upper,left,contusion arm upper left,other,arm,arm,trauma,contusion,y,.
S,4,1,1,1,1,S4,S41,S41.1,S41.11,S41.111,Open wound of shoulder & upper arm,arm upper,body foreign laceration,right,arm upper body foreign laceration right,upper,arm,arm,trauma,laceration,y,.
S,4,1,1,1,2,S4,S41,S41.1,S41.11,S41.112,Open wound of shoulder & upper arm,arm upper,body foreign laceration,left,arm upper body foreign laceration left,upper,arm,arm,trauma,laceration,y,.
S,4,2,2,0,1,S4,S42,S42.2,S42.20,S42.201,Fracture of shoulder & upper arm,fracture,humerus upper,right,fracture humerus upper right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,0,2,S4,S42,S42.2,S42.20,S42.202,Fracture of shoulder & upper arm,fracture,humerus upper,left,fracture humerus upper left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,0,9,S4,S42,S42.2,S42.20,S42.209,Fracture of shoulder & upper arm,fracture,humerus upper,.,fracture humerus upper .,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,1,2,S4,S42,S42.2,S42.21,S42.212,Fracture of shoulder & upper arm,fracture,humerus neck surgical,displaced left,fracture humerus neck surgical displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,1,4,S4,S42,S42.2,S42.21,S42.214,Fracture of shoulder & upper arm,fracture,humerus neck surgical,nondisplaced right,fracture humerus neck surgical nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,1,5,S4,S42,S42.2,S42.21,S42.215,Fracture of shoulder & upper arm,fracture,humerus neck surgical,left nondisplaced,fracture humerus neck surgical left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,2,5,S4,S42,S42.2,S42.22,S42.225,Fracture of shoulder & upper arm,fracture,2part humerus neck surgical,left nondisplaced,fracture 2part humerus neck surgical left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,7,1,S4,S42,S42.2,S42.27,S42.271,Fracture of shoulder & upper arm,fracture,humerus torus upper,right,fracture humerus torus upper right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,7,2,S4,S42,S42.2,S42.27,S42.272,Fracture of shoulder & upper arm,fracture,humerus torus upper,left,fracture humerus torus upper left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,7,9,S4,S42,S42.2,S42.27,S42.279,Fracture of shoulder & upper arm,fracture,humerus torus upper,.,fracture humerus torus upper .,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,9,1,S4,S42,S42.2,S42.29,S42.291,Fracture of shoulder & upper arm,fracture,humerus upper,displaced right,fracture humerus upper displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,9,2,S4,S42,S42.2,S42.29,S42.292,Fracture of shoulder & upper arm,fracture,humerus upper,displaced left,fracture humerus upper displaced left,humerus,arm,arm,trauma,fracture,y,.
M,2,5,5,0,.,M2,M25,M25.5,M25.50,M25.50,Other joint disorders,pain,joint,.,pain joint .,.,-,.,musculoskeletal,joint disorder,y,.
S,4,2,2,9,4,S4,S42,S42.2,S42.29,S42.294,Fracture of shoulder & upper arm,fracture,humerus upper,nondisplaced right,fracture humerus upper nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,2,9,5,S4,S42,S42.2,S42.29,S42.295,Fracture of shoulder & upper arm,fracture,humerus upper,left nondisplaced,fracture humerus upper left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,0,1,S4,S42,S42.3,S42.30,S42.301,Fracture of shoulder & upper arm,fracture,arm humerus shaft,right,fracture arm humerus shaft right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,0,2,S4,S42,S42.3,S42.30,S42.302,Fracture of shoulder & upper arm,fracture,arm humerus shaft,left,fracture arm humerus shaft left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,0,9,S4,S42,S42.3,S42.30,S42.309,Fracture of shoulder & upper arm,fracture,arm humerus shaft,.,fracture arm humerus shaft .,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,1,1,S4,S42,S42.3,S42.31,S42.311,Fracture of shoulder & upper arm,fracture,arm greenstick humerus shaft,right,fracture arm greenstick humerus shaft right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,1,2,S4,S42,S42.3,S42.31,S42.312,Fracture of shoulder & upper arm,fracture,arm greenstick humerus shaft,left,fracture arm greenstick humerus shaft left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,2,1,S4,S42,S42.3,S42.32,S42.321,Fracture of shoulder & upper arm,fracture,arm humerus shaft transverse,displaced right,fracture arm humerus shaft transverse displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,2,2,S4,S42,S42.3,S42.32,S42.322,Fracture of shoulder & upper arm,fracture,arm humerus shaft transverse,displaced left,fracture arm humerus shaft transverse displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,2,4,S4,S42,S42.3,S42.32,S42.324,Fracture of shoulder & upper arm,fracture,arm humerus shaft transverse,nondisplaced right,fracture arm humerus shaft transverse nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,2,5,S4,S42,S42.3,S42.32,S42.325,Fracture of shoulder & upper arm,fracture,arm humerus shaft transverse,left nondisplaced,fracture arm humerus shaft transverse left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,3,1,S4,S42,S42.3,S42.33,S42.331,Fracture of shoulder & upper arm,fracture,arm humerus oblique shaft,displaced right,fracture arm humerus oblique shaft displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,3,2,S4,S42,S42.3,S42.33,S42.332,Fracture of shoulder & upper arm,fracture,arm humerus oblique shaft,displaced left,fracture arm humerus oblique shaft displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,3,4,S4,S42,S42.3,S42.33,S42.334,Fracture of shoulder & upper arm,fracture,arm humerus oblique shaft,nondisplaced right,fracture arm humerus oblique shaft nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,3,5,S4,S42,S42.3,S42.33,S42.335,Fracture of shoulder & upper arm,fracture,arm humerus oblique shaft,left nondisplaced,fracture arm humerus oblique shaft left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,4,1,S4,S42,S42.3,S42.34,S42.341,Fracture of shoulder & upper arm,fracture,arm humerus shaft spiral,displaced right,fracture arm humerus shaft spiral displaced right,humerus,arm,arm,trauma,fracture,y,.
M,2,5,6,0,.,M2,M25,M25.6,M25.60,M25.60,Other joint disorders,classified stiffness,joint,.,classified stiffness joint .,.,-,.,musculoskeletal,joint disorder,y,.
S,4,2,3,4,2,S4,S42,S42.3,S42.34,S42.342,Fracture of shoulder & upper arm,fracture,arm humerus shaft spiral,displaced left,fracture arm humerus shaft spiral displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,4,4,S4,S42,S42.3,S42.34,S42.344,Fracture of shoulder & upper arm,fracture,arm humerus shaft spiral,nondisplaced right,fracture arm humerus shaft spiral nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,4,5,S4,S42,S42.3,S42.34,S42.345,Fracture of shoulder & upper arm,fracture,arm humerus shaft spiral,left nondisplaced,fracture arm humerus shaft spiral left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,5,1,S4,S42,S42.3,S42.35,S42.351,Fracture of shoulder & upper arm,fracture,arm comminuted humerus shaft,displaced right,fracture arm comminuted humerus shaft displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,5,2,S4,S42,S42.3,S42.35,S42.352,Fracture of shoulder & upper arm,fracture,arm comminuted humerus shaft,displaced left,fracture arm comminuted humerus shaft displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,5,4,S4,S42,S42.3,S42.35,S42.354,Fracture of shoulder & upper arm,fracture,arm comminuted humerus shaft,nondisplaced right,fracture arm comminuted humerus shaft nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,5,5,S4,S42,S42.3,S42.35,S42.355,Fracture of shoulder & upper arm,fracture,arm comminuted humerus shaft,left nondisplaced,fracture arm comminuted humerus shaft left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,9,1,S4,S42,S42.3,S42.39,S42.391,Fracture of shoulder & upper arm,fracture,humerus shaft,right,fracture humerus shaft right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,3,9,2,S4,S42,S42.3,S42.39,S42.392,Fracture of shoulder & upper arm,fracture,humerus shaft,left,fracture humerus shaft left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,0,1,S4,S42,S42.4,S42.40,S42.401,Fracture of shoulder & upper arm,fracture,humerus lower,right,fracture humerus lower right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,0,2,S4,S42,S42.4,S42.40,S42.402,Fracture of shoulder & upper arm,fracture,humerus lower,left,fracture humerus lower left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,1,1,S4,S42,S42.4,S42.41,S42.411,Fracture of shoulder & upper arm,fracture,humerus intercondylar simple supracondylar,displaced right,fracture humerus intercondylar simple supracondylar displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,1,2,S4,S42,S42.4,S42.41,S42.412,Fracture of shoulder & upper arm,fracture,humerus intercondylar simple supracondylar,displaced left,fracture humerus intercondylar simple supracondylar displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,1,4,S4,S42,S42.4,S42.41,S42.414,Fracture of shoulder & upper arm,fracture,humerus intercondylar simple supracondylar,nondisplaced right,fracture humerus intercondylar simple supracondylar nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,1,5,S4,S42,S42.4,S42.41,S42.415,Fracture of shoulder & upper arm,fracture,humerus intercondylar simple supracondylar,left nondisplaced,fracture humerus intercondylar simple supracondylar left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
M,2,5,8,0,.,M2,M25,M25.8,M25.80,M25.80,Other joint disorders,joint,disorders,.,joint disorders .,.,-,.,musculoskeletal,joint disorder,y,.
S,4,2,4,2,1,S4,S42,S42.4,S42.42,S42.421,Fracture of shoulder & upper arm,fracture,comminuted humerus intercondylar supracondylar,displaced right,fracture comminuted humerus intercondylar supracondylar displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,2,4,S4,S42,S42.4,S42.42,S42.424,Fracture of shoulder & upper arm,fracture,comminuted humerus intercondylar supracondylar,nondisplaced right,fracture comminuted humerus intercondylar supracondylar nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,3,1,S4,S42,S42.4,S42.43,S42.431,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus lateral,displaced right,fracture avulsion epicondyle humerus lateral displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,3,2,S4,S42,S42.4,S42.43,S42.432,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus lateral,displaced left,fracture avulsion epicondyle humerus lateral displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,3,4,S4,S42,S42.4,S42.43,S42.434,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus lateral,nondisplaced right,fracture avulsion epicondyle humerus lateral nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,3,5,S4,S42,S42.4,S42.43,S42.435,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus lateral,left nondisplaced,fracture avulsion epicondyle humerus lateral left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,4,1,S4,S42,S42.4,S42.44,S42.441,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus medial,displaced right,fracture avulsion epicondyle humerus medial displaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,4,2,S4,S42,S42.4,S42.44,S42.442,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus medial,displaced left,fracture avulsion epicondyle humerus medial displaced left,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,4,4,S4,S42,S42.4,S42.44,S42.444,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus medial,nondisplaced right,fracture avulsion epicondyle humerus medial nondisplaced right,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,4,5,S4,S42,S42.4,S42.44,S42.445,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus medial,left nondisplaced,fracture avulsion epicondyle humerus medial left nondisplaced,humerus,arm,arm,trauma,fracture,y,.
S,4,2,4,4,7,S4,S42,S42.4,S42.44,S42.447,Fracture of shoulder & upper arm,fracture,avulsion epicondyle humerus medial,incarcerated right,fracture avulsion epicondyle humerus medial incarcerated right,humerus,arm,arm,trauma,fracture,y,.
